sample	weighted_NSTI
13414.93.g.R1.fastq.gz	0.10118202973410846
13414.93.hg.R1.fastq.gz	0.208755392802081
13414.93.midg.R1.fastq.gz	0.12733956019811274
13414.93.s.R1.fastq.gz	0.12483027557329958
13414.94.g.R1.fastq.gz	0.06889969607843137
13414.94.hg.R1.fastq.gz	0.009234841865756542
13414.94.midg.R1.fastq.gz	0.12537555818486837
13414.94.s.R1.fastq.gz	0.010633749769635957
13414.95.g.R1.fastq.gz	0.11803701434599156
13414.95.hg.R1.fastq.gz	0.0897807506352932
13414.95.midg.R1.fastq.gz	0.23250606428571433
13414.95.s.R1.fastq.gz	0.125027456539501
13414.96.g.R1.fastq.gz	0.08794769110865619
13414.96.hg.R1.fastq.gz	0.06405002798053527
13414.96.midg.R1.fastq.gz	0.07654877026659412
13414.96.s.R1.fastq.gz	0.20027400824103625
13414.97.g.R1.fastq.gz	0.13157375310880687
13414.97.hg.R1.fastq.gz	0.0042189731411432915
13414.97.midg.R1.fastq.gz	0.011455
13414.97.s.R1.fastq.gz	0.07925931524764152
13414.98.g.R1.fastq.gz	0.32086425
13414.98.hg.R1.fastq.gz	0.3202882631578947
13414.98.midg.R1.fastq.gz	0.06511446924060342
13414.98.s.R1.fastq.gz	0.026350584610399255
13414.99.g.R1.fastq.gz	0.06444068186884931
13414.99.hg.R1.fastq.gz	0.07019231988188977
13414.99.midg.R1.fastq.gz	0.030803876414777186
13414.99.s.R1.fastq.gz	0.13543564234594135
13414.A1.gill.R1.fastq.gz	0.03488817142030291
13414.A10.gill.R1.fastq.gz	0.1475734893455099
13414.A11.gill.R1.fastq.gz	0.17953953123730435
13414.A12.gill.R1.fastq.gz	0.07670118971113273
13414.A13.gill.R1.fastq.gz	0.06143300552818217
13414.A14.gill.R1.fastq.gz	0.13076869621914214
13414.A18.gill.R1.fastq.gz	0.031678927376685435
13414.A2.gill.R1.fastq.gz	0.0806332933241884
13414.A20.gill.R1.fastq.gz	0.7925506431248996
13414.A21.gill.R1.fastq.gz	0.03951339031803365
13414.A22.gill.R1.fastq.gz	0.04098639252336449
13414.A23.gill.R1.fastq.gz	0.2001122086993401
13414.A3.gill.R1.fastq.gz	0.021988855266244427
13414.A4.gill.R1.fastq.gz	0.10868735260185572
13414.A5.gill.R1.fastq.gz	0.06068100206949134
13414.A8.gill.R1.fastq.gz	0.10152318475608842
13414.A9.gill.R1.fastq.gz	0.0607378569448193
13414.SDsw.1.2018.1.r1.R1.fastq.gz	0.11008477625570774
13414.SDsw.1.2018.1.r2.R1.fastq.gz	0.1197942277741726
