Feature ID	Taxon	Confidence
ee8ef358237aca5d7d5646c0f4b8446b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9987549182348604
58332a6314172a73d75189a03db34e32	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9999987133653468
207f0aa7e91ce3ea83c088b1789ba319	Unassigned	0.4033110525008037
18746b859eca3f0f77159bef3090c24c	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9995333415687424
f9cff670841e9e8f8723fe18e165a339	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9999392532886209
8b2604b832e3e766086a3b449c80fc92	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9998615865464218
870d4cbf05164e75f66698f9d32e4d7e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9945405956595574
7894f2fef23989766a98230a94cea8d1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9910326848411987
e62feb60907c372158429b7ccaded091	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.999229580039253
13831e499ea428e851fb7a2a37ccd724	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.9986457505491882
cffc994c226006fb32aed36f91433e79	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.8722935227990105
4deee1c97404a0dff62746659adef629	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.8884422368024192
542f16fe7ece78322cacaff7ad52e377	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	0.999716670918162
dd25abb5e9b159312805c2b72cb6b311	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10	0.9999753324660445
254422b4d6e804ea8ae793ecc1bf14aa	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10	0.9999927232417756
9800e8bec70877316431bf831755b9b2	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9986104251070216
2e21b1fc96dac427944eaf7c87bf7045	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9993931472320292
42295d4597c6d4c809984b54eb99433c	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.8174423353219389
c9c8c6ede635ac85e2a40effd7ac44f2	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.7684200071515528
286236dd45062148d6a66a66388cdae6	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9997837420093425
59b192fd093d1dd125bc41593d1357b0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9952597499500818
d4c91b4fdcb5621ef49aa7abde0c26bc	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9979437003071655
ffa2944de3a7c70eac877e9356169390	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9983463661555788
0f4a3b645d043af3660a092c4b233177	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9994368101500691
6f23a68a4a299508df36bf048f66a6de	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9985933123319843
b455e0f4aa2c1c955be17b63a45cd5c5	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9977454774009406
83cdc752b0daeedc02ad42ca827129e2	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9946647080746626
a0717ccd1cbab50e3a1d5bf81b20d5c7	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.990400092028663
6bd28666700c8476c7508f1696548b14	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9983057856100681
dbf63321064ac0e30b8241189ecd3233	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Incertae_Sedis; g__Incertae_Sedis	0.9583448993506314
d2f24ed34a9552e9eede1ab8151217ba	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999999098369768
d7c071f9916a4a52e827b91b3d9391b6	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999791471731327
f858f9859357282528f23f1dc2bbb294	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999998073663264
901e487bd79197df14c76bf6dcdaec83	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9988965644088579
ee45c3b6d459a123642db51ebc74746b	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.938926738422499
3ca889d1af0dadf04797f01580300c28	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.7374088954234831
3cb6455dc7fdc975536bc9de619ed8b5	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9795991899900253
1723200437f9c0a9768faf4fa8bc4a83	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.999997527412775
27c581609b4a1612f3a1735bb8991356	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999990798151798
25dcf0f5805f191c04177fb817f0766c	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Incertae_Sedis; g__Incertae_Sedis	0.9990220921357215
0842b6388432c02f060143c634643672	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999999922543878
accbb40a90f63c5eb4b19aef789f44cc	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9989068550476327
682eae01d5620b3da8c36eeaa6c41e2d	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9998361697385175
5683ba027596dceefa068e820d181aec	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9998235556642069
1fb03a3d2faba2c9ac22bdad95d84465	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9986446690713041
b7d7c660e24812157a80bc70d73b8450	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998805368283851
d3eff26a7adc7e6237f730f424b5dc4d	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SJA-15; f__Incertae_Sedis; g__Incertae_Sedis	0.9999988879543552
a762ab80c44b8f62294b5d85ddc702f3	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SJA-15; f__Incertae_Sedis; g__Incertae_Sedis	0.9999941919135424
746dbc641cce0fc40c63980b85e4608a	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999879844612383
249c2bea655996c277877368412ca031	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999972278036665
0a5c9026b26ccab7dfeb193be3468cee	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999978095864579
8b9cf4abe6c64dff81d2dace7552da53	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999203120450434
ce942466974edebace383c5f095a510c	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9844972801000121
e350183bd6a68f3c8f0e458119cbf319	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9849808783672912
9d3cb4c4d129636f98bf62920430dc09	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9986774233359129
745010e647534da28d21c529560cf5dd	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9995951434820999
afc40647fa1b43693456eb3401276266	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.999760304429157
58defed366e20bf2a564e9f3b10eb48d	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9997708688717714
a923890783cff5aff2903f9cd89a3700	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.999588985493404
c02e37eab278e3f8435a16c0ef3596a2	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.7493811400320243
b92fc61113c6d534e4b3beb73bb0869f	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SJA-15; f__Incertae_Sedis; g__Incertae_Sedis	0.9999917965777142
e3c283cb91733f9047fc1a5ca529a289	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SJA-15; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999743154152
b59eb782e701c4f900e8e433a9b73760	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Aggregatilineaceae; g__Incertae_Sedis	0.9997378841780087
f90ba55008f529225103567366d4ba52	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__A4b; g__Incertae_Sedis	0.9999937633386016
4122d945948eed96de30ea5d856a5220	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998865423764691
1c27914508666efb2c1d35f448d49f43	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998683425015397
384fbbc56a1859947cabe71db4205cc7	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999021407974514
2f281f626ed4ef08483b4f90393d33ec	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9997399993921053
a34fad54b37c94ccbf1bec83249ffc3d	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9997732573624815
e66d996cbe323ad24b0c5b8356b76735	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.999840754322076
39963c45d3a6f70519c4bad3eb87b0c0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9999550135441326
1e8d1c214d359793a0ddab30de67df86	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9997549581449161
954dccf14d5a63a6b6d667a2c72ab34a	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999097593592511
309deae25b2f3b5bf293e12809e945f5	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998695709219816
569bb120c75ae1f901edfc637a952fec	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999521845819586
f5c69217aff1d4a5c759d8c737e7654f	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Incertae_Sedis; g__Incertae_Sedis	0.9997200069914101
117eefa67b9998d7cc0847c5fc5c0ebd	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Incertae_Sedis	0.9996076140412612
